chr	Pos_hg19	Strand	Transcript	Gene	UsedSite	Expression_Average_(%)	Expression_Average_(read)	nbSamp	MES	SSF	bp_pos	bp_zsc	BPP_class	ss_dist	svm_scr	SVM_class	branchpoint_dist	branchpoint_prob	branchpoint_class	LB_pos	LB_score	LB_class	RNABPS_pos	RNABPS_score	RNABPS_class	Cum_class
chr5	131903863	+	NM_005732	RAD50	0				2.27	0	17	4.36	No	58	1.51	Yes	0	0	No	-16	0.78	Yes	43	92.42	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr17	59797847	-	NM_032043	BRIP1	0				5.2	77.35	15	4.76	No	34	0.22	No	0	0	No	-48	0.52	No	44	88.78	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr2	215649319	-	NM_000465	BARD1	0				5.98	72.14	35	6.86	Yes	35	-1.52	No	0	0	No	-28	0.73	Yes	48	66.43	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr14	68470164	+	NM_133509	RAD51B	0				0.67	0	48	5.86	Yes	47	0.9	Yes	0	0	No	-48	0.75	Yes	45	78.25	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr13	32948709	+	NM_000059	BRCA2	0				1.8	0	14	4.9	No	32	1.28	Yes	0	0	No	-45	0.43	No	39	56.89	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr2	190686377	+	NM_000534	PMS1	0				1.42	69.46	21	5.03	No	9	0.66	No	0	0	No	-45	0.46	No	41	44.98	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	68794842	+	NM_133509	RAD51B	0				3.87	73.81	40	5.83	Yes	39	0.14	No	0	0	No	-26	0.71	Yes	44	71.67	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr7	6025231	-	NM_000535	PMS2	0				1.72	80.22	19	5.31	No	58	-3.88	No	0	0	No	-25	0.66	No	43	78.15	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr14	68906431	+	NM_133509	RAD51B	0				0.32	77.91	25	9.9	Yes	50	-2.8	No	0	0	No	-24	0.74	Yes	46	39.06	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr2	215597006	-	NM_000465	BARD1	0				4.18	75.01	18	3.51	No	3	0.22	No	0	0	No	-17	0.64	No	49	66.35	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr16	68804082	+	NM_004360	CDH1	0				0.28	61.29	36	8.37	Yes	42	0.34	No	0	0	No	-22	0.42	No	43	32.7	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	68821113	+	NM_133509	RAD51B	0				0.58	78.2	25	5.1	No	2	0.97	Yes	0	0	No	-24	0.78	Yes	56	46.71	No	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr14	68913822	+	NM_133509	RAD51B	0				2.24	77.35	20	5	No	50	1.23	Yes	0	0	No	-18	0.31	No	52	61.78	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr14	69118280	+	NM_133509	RAD51B	0				3.65	79.11	22	5	No	8	0.58	No	0	0	No	-21	0.69	Yes	50	56.13	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr14	68610846	+	NM_133509	RAD51B	0				0.78	0	11	4.12	No	20	0.76	No	0	0	No	-26	0.62	No	38	72.56	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr17	59928076	-	NM_032043	BRIP1	0				1.26	62.62	31	5.74	Yes	9	1.39	Yes	0	0	No	-30	0.59	No	49	82.57	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr14	69036247	+	NM_133509	RAD51B	0				0.04	66.37	31	5.34	No	34	0.18	No	0	0	No	-30	0.5	No	51	72.34	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr14	68535450	+	NM_133509	RAD51B	0				5	80.94	30	5.57	Yes	8	1.47	Yes	0	0	No	-29	0.73	Yes	50	71.64	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr2	190710389	+	NM_000534	PMS1	0				6.25	88.48	32	5.62	Yes	10	0.64	No	0	0	No	-31	0.96	Yes	48	97.15	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr14	68574245	+	NM_133509	RAD51B	0				1.09	72.24	26	5	No	75	-4.85	No	0	0	No	-25	0.7	Yes	45	61.07	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr14	68931299	+	NM_133509	RAD51B	0				0.22	76.22	22	7.21	Yes	35	-2.11	No	0	0	No	-21	0.95	Yes	42	50.06	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr17	7565171	-	NM_000546	TP53	0				1.32	81.5	19	5.66	Yes	11	0.11	No	0	0	No	-25	0.72	Yes	47	30.41	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr2	48032629	+	NM_000179	MSH6	0				3.36	61.3	37	7.28	Yes	72	1.56	Yes	0	0	No	-36	0.7	Yes	40	55.08	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr3	52443379	-	NM_004656	BAP1	0				6.76	69.45	22	4.9	No	18	1.51	Yes	0	0	No	-21	0.48	No	40	82.82	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr22	29138254	-	NM_001005735	CHEK2	0				1.67	66.12	33	6.61	Yes	45	-3.64	No	0	0	No	-33	0.51	No	49	80.18	Yes	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr16	68811489	+	NM_004360	CDH1	0				1.48	74.39	53	8.01	Yes	48	1.66	Yes	0	0	No	-35	0.38	No	10	82.03	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr11	94185280	-	NM_005591	MRE11	0				9.38	83.84	26	4.89	No	58	1.46	Yes	0	0	No	-31	0.36	No	43	90.03	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr2	190649069	+	NM_000534	PMS1	0				3.83	77.33	10	3.87	No	65	1.37	Yes	0	0	No	-30	0.67	Yes	46	34.04	No	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr14	69039616	+	NM_133509	RAD51B	0				4.77	64.73	33	5.65	Yes	12	1.1	Yes	0	0	No	-25	0.55	No	46	85.5	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr5	131932337	+	NM_005732	RAD50	0				3	0	21	4.25	No	41	-3.78	No	0	0	No	-25	0.78	Yes	47	63.67	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr14	68550272	+	NM_133509	RAD51B	0				5.77	79.85	19	5	No	24	1.23	Yes	0	0	No	-22	0.41	No	48	95.02	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr5	131959436	+	NM_005732	RAD50	0				2.43	72.82	21	5.74	Yes	42	0.03	No	0	0	No	-20	0.87	Yes	16	94.75	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr9	21972339	-	NM_000077	CDKN2A	0				1.48	77.74	15	4.15	No	45	-3.73	No	0	0	No	-18	0.83	Yes	45	68.21	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr14	69005735	+	NM_133509	RAD51B	0				3.6	74.25	21	3.79	No	28	0.91	Yes	0	0	No	-20	0.97	Yes	30	93.42	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr22	29088524	-	NM_001005735	CHEK2	0				3.68	77.74	30	6	Yes	NA	NA	NA	0	0	No	-29	0.54	No	30	68.5	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr16	68784871	+	NM_004360	CDH1	0				2.95	70.85	32	5.61	Yes	18	0.4	No	0	0	No	-31	0.8	Yes	40	92.47	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr14	69091696	+	NM_133509	RAD51B	0				2.58	73.13	49	7.4	Yes	27	0.19	No	0	0	No	-29	0.74	Yes	49	32.52	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr14	68324206	+	NM_133509	RAD51B	0				0.88	0	19	5.55	No	27	1.05	Yes	0	0	No	-24	0.72	Yes	38	75.59	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr17	59763882	-	NM_032043	BRIP1	0				4.07	75.49	54	6.95	Yes	58	0.03	No	0	0	No	-36	0.55	No	44	53.56	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr17	41245669	-	NM_007294	BRCA1	0				0.52	64.67	35	6.4	Yes	74	-3.42	No	0	0	No	-34	0.76	Yes	30	26.56	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr2	47804370	+	NM_000251	MSH2	0				10.17	81.08	35	4.95	No	45	0.52	No	0	0	No	-25	0.8	Yes	39	55.4	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr14	68820528	+	NM_133509	RAD51B	0				1.24	72.97	24	6.12	Yes	11	0.4	No	0	0	No	-23	0.9	Yes	47	78.52	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr17	41248230	-	NM_007294	BRCA1	0				3.6	85.02	25	4.53	No	4	1.2	Yes	0	0	No	-27	0.65	No	54	52.79	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr5	131909583	+	NM_005732	RAD50	0				9.47	87.65	30	4.76	No	8	1.32	Yes	0	0	No	-29	0.47	No	40	63.95	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr14	68819939	+	NM_133509	RAD51B	0				0.15	59.32	30	5.6	Yes	67	0.31	No	0	0	No	-29	0.8	Yes	35	42.4	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr2	47748805	+	NM_000251	MSH2	0				5.47	78.18	27	5.38	No	NA	NA	NA	0	0	No	-27	0.81	Yes	47	40.54	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr17	59905879	-	NM_032043	BRIP1	0				7.57	77.77	24	5.97	Yes	51	1.22	Yes	0	0	No	-23	0.61	No	39	65.17	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr15	41000400	+	NM_001164269	RAD51	0				2.24	80.12	59	7.9	Yes	7	1.02	Yes	0	0	No	-25	0.78	Yes	51	84.66	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr17	59891691	-	NM_032043	BRIP1	0				0.65	82.91	32	5.8	Yes	29	1.46	Yes	0	0	No	-31	0.63	No	49	51.93	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr17	59829422	-	NM_032043	BRIP1	0				2.62	84.19	21	5.23	No	53	0.48	No	0	0	No	-28	0.55	No	47	94.92	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr22	29119281	-	NM_001005735	CHEK2	0				6	92.92	12	4.69	No	73	0.9	Yes	0	0	No	-19	0.46	No	47	74.8	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr2	47674110	+	NM_000251	MSH2	0				3.27	68.06	38	8.29	Yes	12	0.86	Yes	0	0	No	-24	0.65	No	41	78.04	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr7	152342202	-	NM_005431	XRCC2	0				9.29	83.32	26	5.25	No	5	1.5	Yes	0	0	No	-25	0.64	No	53	43.59	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr14	68563465	+	NM_133509	RAD51B	0				7	85.52	27	5.26	No	55	0.76	No	0	0	No	-26	0.59	No	32	51.28	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr5	131923125	+	NM_005732	RAD50	0				3.27	77.98	23	7.68	Yes	18	1.37	Yes	0	0	No	-22	0.78	Yes	40	45.34	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr2	190701970	+	NM_000534	PMS1	0				2.78	78.36	26	6.29	Yes	5	0.65	No	0	0	No	-25	0.28	No	47	58.55	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr11	108169265	+	NM_000051	ATM	0				4.27	81.08	31	6.18	Yes	25	1.21	Yes	0	0	No	-31	0.4	No	47	64.9	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr14	68471563	+	NM_133509	RAD51B	0				5.52	74.53	22	4.43	No	55	1.46	Yes	0	0	No	-27	0.45	No	36	63.62	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr22	29116653	-	NM_001005735	CHEK2	0				2.01	72.11	45	5.91	Yes	39	0.23	No	0	0	No	-33	0.59	No	49	46.58	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr16	23652196	-	NM_024675	PALB2	0				2.16	65.19	73	9.24	Yes	52	0.18	No	27	0.78	Yes	-24	0.74	Yes	45	58.21	No	BPP: Yes, SVM: No, Branch: , LB: Yes, RNABPS: No
chr2	190654819	+	NM_000534	PMS1	0				1.75	81.47	41	5.64	Yes	41	-3.52	No	0	0	No	-29	0.57	No	47	77.99	Yes	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr5	131956749	+	NM_005732	RAD50	0				3.71	71.04	32	7.34	Yes	3	0.06	No	0	0	No	-31	0.68	Yes	48	65.75	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr14	69103417	+	NM_133509	RAD51B	0				6.81	81.75	20	4.57	No	-1	0.95	Yes	0	0	No	-19	0.91	Yes	48	70.61	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr14	68735576	+	NM_133509	RAD51B	0				2.78	70.57	28	5.48	No	19	0.82	Yes	0	0	No	-54	0.62	No	43	63.1	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr11	108216022	+	NM_000051	ATM	0				1.32	0	23	6.32	Yes	1	1.06	Yes	0	0	No	-22	0.85	Yes	48	44.92	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr7	152349923	-	NM_005431	XRCC2	0				7.6	86.73	23	4.7	No	34	1.34	Yes	0	0	No	-22	0.67	Yes	44	74.34	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr17	59932795	-	NM_032043	BRIP1	0				1.55	68.06	13	5.53	No	12	0.42	No	0	0	No	-24	0.47	No	46	74.44	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr14	68328923	+	NM_133509	RAD51B	0				4.9	78.43	23	5.2	No	0	0.97	Yes	0	0	No	-48	0.67	Yes	44	85.59	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr17	59852650	-	NM_032043	BRIP1	0				3.24	72.91	19	4.53	No	48	0.89	Yes	0	0	No	-27	0.67	Yes	38	76.37	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr5	131906651	+	NM_005732	RAD50	0				1.06	0	18	5.28	No	25	1.29	Yes	0	0	No	-21	0.54	No	33	69.67	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr17	41257209	-	NM_007294	BRCA1	0				7.25	73.11	48	4.83	No	7	-1.83	No	0	0	No	-32	0.61	No	39	47.18	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr8	90990985	-	NM_002485	NBN	0				0.17	73.86	19	4.58	No	66	0.09	No	0	0	No	-18	0.85	Yes	48	92.6	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr10	89633881	+	NM_000314	PTEN	0				7.28	82.1	32	5.74	Yes	12	1.64	Yes	0	0	No	-31	0.39	No	46	48.13	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr14	68416509	+	NM_133509	RAD51B	0				2.82	77.31	13	4.9	No	16	0.09	No	0	0	No	-21	0.7	Yes	42	46.18	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr2	47708065	+	NM_000251	MSH2	0				5.96	78.92	18	5.22	No	17	1.01	Yes	0	0	No	-21	0.63	No	41	81.13	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr8	90960754	-	NM_002485	NBN	0				7.85	83.41	29	7.19	Yes	25	0.83	Yes	0	0	No	-28	0.79	Yes	45	57.62	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr5	131946928	+	NM_005732	RAD50	0				2.09	64.68	27	6.24	Yes	12	0.72	No	0	0	No	-26	0.88	Yes	46	35.72	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr1	45806877	-	NM_001048171	MUTYH	0				7.64	74.82	18	4.93	No	1	0.81	Yes	0	0	No	-20	0.55	No	24	62.4	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr14	104183526	-	NM_001100119	XRCC3	0				7.47	90.23	16	4.69	No	-2	0.08	No	0	0	No	-42	0.67	Yes	51	77.07	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr10	89710133	+	NM_000314	PTEN	0				5.12	72.86	15	4.41	No	9	0.69	No	0	0	No	-32	0.79	Yes	49	76.59	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr22	29121870	-	NM_001005735	CHEK2	0				3.08	84	49	8.31	Yes	2	1.5	Yes	0	0	No	-43	0.6	No	44	47.54	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr7	6040291	-	NM_000535	PMS2	0				0.21	73.06	22	6	Yes	33	1.31	Yes	0	0	No	-21	0.77	Yes	41	62.49	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr11	108204834	+	NM_000051	ATM	0				5.45	80.37	14	5.53	No	50	-4.65	No	0	0	No	-21	0.47	No	44	77.36	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr4	84401806	-	NM_139076	FAM175A	0				5.88	87.11	12	4.79	No	58	0.27	No	0	0	No	-24	0.7	Yes	46	54.13	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr16	23633326	-	NM_024675	PALB2	0				4.22	76.77	39	6.08	Yes	6	0.57	No	0	0	No	-28	0.79	Yes	52	43.35	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr14	68447087	+	NM_133509	RAD51B	0				0.38	85.91	28	5.48	No	61	-5.09	No	0	0	No	-27	0.92	Yes	45	54.09	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr14	68383576	+	NM_133509	RAD51B	0				4.6	0	26	6	Yes	4	1	Yes	0	0	No	-23	0.54	No	54	59.97	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr13	32891222	+	NM_000059	BRCA2	0				1.8	74.68	32	7.13	Yes	54	0.65	No	0	0	No	-28	0.73	Yes	42	37.93	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr2	47650452	+	NM_000251	MSH2	0				2.31	78.8	20	4.36	No	35	1.21	Yes	0	0	No	-19	0.53	No	23	57.33	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr17	59932220	-	NM_032043	BRIP1	0				3.75	66.68	30	6.23	Yes	62	-3.85	No	0	0	No	-29	0.78	Yes	36	62.41	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr2	190690369	+	NM_000534	PMS1	0				6.41	78.26	28	4.54	No	36	1.39	Yes	0	0	No	-24	0.77	Yes	46	40.51	No	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr2	47664100	+	NM_000251	MSH2	0				2.17	0	28	6.72	Yes	1	0.35	No	0	0	No	-27	0.7	Yes	23	47.95	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr14	68468708	+	NM_133509	RAD51B	0				4.08	71.48	18	4.6	No	15	0.84	Yes	0	0	No	-27	0.7	Yes	43	88.31	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr16	68826390	+	NM_004360	CDH1	0				5.07	72.86	25	5.09	No	17	1.74	Yes	0	0	No	-24	0.6	No	46	65.46	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr8	90970370	-	NM_002485	NBN	0				0.19	0	22	5.29	No	11	1.19	Yes	0	0	No	-24	0.57	No	47	50.29	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr13	32963218	+	NM_000059	BRCA2	0				6.26	84.31	30	5.34	No	32	0.4	No	0	0	No	-38	0.29	No	45	90.29	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr5	131954198	+	NM_005732	RAD50	0				2.56	70.8	17	5.53	No	42	0.98	Yes	0	0	No	-30	0.59	No	41	34.15	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr3	37049703	+	NM_000249	MLH1	0				0.19	74.02	28	5.38	No	28	1.46	Yes	0	0	No	-27	0.65	No	48	63.82	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr2	215599541	-	NM_000465	BARD1	0				2.98	79.65	17	5.23	No	63	0.9	Yes	0	0	No	-16	0.45	No	53	73.63	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr9	21992616	-	NM_000077	CDKN2A	0				7.32	78.24	76	8.47	Yes	1	0.19	No	0	0	No	-21	0.51	No	45	27.7	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	69112147	+	NM_133509	RAD51B	0				5.71	80.01	11	3.87	No	34	0.56	No	0	0	No	-26	0.64	No	50	73.97	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr11	94195403	-	NM_005591	MRE11	0				1.6	0	13	6.19	Yes	62	0.32	No	0	0	No	-26	0.55	No	14	53.69	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	104173359	-	NM_001100119	XRCC3	0				2.31	0	22	5.6	Yes	69	-5.01	No	0	0	No	-25	0.63	No	38	63.76	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	68945492	+	NM_133509	RAD51B	0				0.72	0	19	5.39	No	22	1.22	Yes	0	0	No	-18	0.56	No	36	95.35	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr2	215611706	-	NM_000465	BARD1	0				3.2	0	26	5.35	No	36	1.06	Yes	0	0	No	-25	0.73	Yes	22	93.91	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr14	69089622	+	NM_133509	RAD51B	0				7.13	77.01	39	6.07	Yes	-2	1.02	Yes	0	0	No	-20	0.72	Yes	45	56.91	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr17	59766299	-	NM_032043	BRIP1	0				1.83	66.71	33	8.47	Yes	32	1.46	Yes	0	0	No	-32	0.66	No	43	63.64	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr14	68381017	+	NM_133509	RAD51B	0				6.51	80.73	20	5.47	No	23	1.16	Yes	0	0	No	-25	0.71	Yes	49	49.45	No	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr14	68959611	+	NM_133509	RAD51B	0				3.23	74.76	27	4.77	No	49	0.85	Yes	0	0	No	-26	0.36	No	40	76.69	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr4	84392627	-	NM_139076	FAM175A	0				2.66	79.86	16	4.65	No	4	1.37	Yes	0	0	No	-43	0.68	Yes	54	80.79	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr16	23641506	-	NM_024675	PALB2	0				2.2	91.35	26	6.69	Yes	76	-4.65	No	0	0	No	-25	0.54	No	45	89.22	Yes	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr14	68498991	+	NM_133509	RAD51B	0				2.82	69.74	21	4.52	No	-1	1.15	Yes	0	0	No	-20	0.66	No	27	35.24	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr17	59919864	-	NM_032043	BRIP1	0				2.26	63.52	33	6.23	Yes	27	0.32	No	0	0	No	-28	0.46	No	37	48.48	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	68644065	+	NM_133509	RAD51B	0				8.75	84.71	38	6.96	Yes	73	-4.43	No	0	0	No	-29	0.67	Yes	46	73.93	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr13	32937551	+	NM_000059	BRCA2	0				3.64	75.52	13	4.36	No	46	-2.74	No	0	0	No	-50	0.47	No	21	34.72	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr2	47648735	+	NM_000251	MSH2	0				2.49	71.87	18	3.58	No	8	0.98	Yes	0	0	No	-21	0.78	Yes	44	89.59	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr14	68315649	+	NM_133509	RAD51B	0				7.69	86.05	12	3.87	No	20	0.64	No	0	0	No	-31	0.6	No	38	49.95	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr2	47805300	+	NM_000251	MSH2	0				3.81	72.13	17	4.47	No	35	0.26	No	0	0	No	-16	0.44	No	45	71.08	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr2	190730654	+	NM_000534	PMS1	0				1.92	73.22	35	6.7	Yes	3	0.51	No	0	0	No	-34	0.66	No	42	78.12	Yes	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr17	59899495	-	NM_032043	BRIP1	0				5.68	77.29	29	6.06	Yes	8	1.04	Yes	0	0	No	-22	0.64	No	50	49.73	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr14	69151243	+	NM_133509	RAD51B	0				0.16	73.85	18	5.66	Yes	35	-0.75	No	0	0	No	-25	0.86	Yes	23	46.3	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr2	190679147	+	NM_000534	PMS1	0				3.78	76.3	23	5.26	No	70	-5.04	No	0	0	No	-22	0.52	No	51	41.88	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr11	108134544	+	NM_000051	ATM	0				5.93	73.3	19	5.48	No	61	-4.84	No	0	0	No	-34	0.51	No	42	44.3	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr15	41024832	+	NM_001164269	RAD51	0				2.48	70.85	21	5.04	No	13	0.49	No	0	0	No	-20	0.61	No	41	89.63	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr2	47780591	+	NM_000251	MSH2	0				1.32	0	22	4.51	No	6	1.27	Yes	0	0	No	-21	0.75	Yes	11	44.67	No	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr8	90959412	-	NM_002485	NBN	0				4.04	94.2	23	3.5	No	3	1.15	Yes	0	0	No	-22	0.59	No	43	65.54	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr14	68579253	+	NM_133509	RAD51B	0				2.13	67.46	15	4.33	No	22	1.15	Yes	0	0	No	-26	0.51	No	43	92.87	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
